term,subclasses
calautti_c_baron_j_c_functional_neuro_imaging_studies,inter_hemispheric_inter_actions_on_motor_function
calautti_c_baron_j_c_functional_neuro_imaging_studies,murase_n_du_que_j_mazzocchio_r_cohen_lg_influence
calautti_c_baron_j_c_functional_neuro_imaging_studies,stinear_c_m_barber_pa_smale_pr_coxon_jp_fleming_mk_byblow_w
population_based_study,malignant_spinal_cord_compression
population_based_study,traumatic_sci
population_based_study,non_traumatic_spinal_cord_injury
no_significant_effect,no_significant_inter_action_between
no_significant_effect,main_effect
no_significant_effect,no_significant_effect
no_significant_effect,significant_inter_action_between
no_significant_effect,significant_inter_action
no_significant_effect,no_significant_inter_action
no_significant_effect,no_significant_main_effect
no_significant_effect,significant_main_effects
no_significant_effect,significant_inter_action_effect
arlington_va,productivity_commission
arlington_va,ottawa_on
arlington_va,hod
arlington_va,geneva_switzerland_world_health_organization
arlington_va,arlington_va
arlington_va,geneva_who
arlington_va,world_health_organization_geneva
active_muscle_contraction,active_muscle_contraction
active_muscle_contraction,voluntary_muscle_contraction
entitlement,requirements
synergy,rhythmic_movements
synergy,multi_joint_movement
synergy,modular_organization
synergy,motor_synergies
synergy,muscle_synergies
synergy,lacquaniti_f
synergy,synergy
synergy,couplings
cochrane_library,literature_search
cochrane_library,systematic_literature_search
cochrane_library,manual_search
cochrane_library,methods_systematic_search
cochrane_library,electronic_searches
cochrane_library,cochrane_library
cochrane_library,comprehensive_search
cochrane_library,database_search
psychophysics,trends_cogn_sci
psychophysics,music_perception
psychophysics,hickok_g
psychophysics,curr_biol
psychophysics,multi_sensory_integration
psychophysics,j_cogn_neuro_sci
error_less_learning,error_less_condition
error_less_learning,error_reducing
error_less_learning,accumulating_cues
error_less_learning,error_ful_conditions
error_less_learning,error_ful_learning
error_less_learning,error_less_learning
error_less_learning,error_less
error_less_learning,massed_restudy
error_less_learning,error_ful_condition
post_stroke_hemi_plegia,spinal_cord_injuries
post_stroke_hemi_plegia,chronic_incomplete_spinal_cord_injury
post_stroke_hemi_plegia,incomplete_spinal_cord_injuries
post_stroke_hemi_plegia,incomplete_tetraplegia
post_stroke_hemi_plegia,post_stroke_hemi_paresis
post_stroke_hemi_plegia,post_stroke_hemi_plegia
post_stroke_hemi_plegia,chronic_hemiparesis
post_stroke_hemi_plegia,chronic_post_stroke_hemi_paresis
post_stroke_hemi_plegia,chronic_hemi_paretic_stroke
post_stroke_hemi_plegia,chronic_spinal_cord_injury
certain_aspects,per_se_but
sepa,perceived_exertion_rpe
sepa,perceived_exertion26
sepa,perceived_exertion_scale
sepa,perceived_exertion_borg
schubert_t,dual_task_walking
schubert_t,dual_task_gait_performance
lecture,homework_assignments
lecture,homework_tasks
lecture,workbook
oppose_task,multi_finger
oppose_task,temporal_coupling
oppose_task,joint_co_ordination
oppose_task,force_production_tasks
oppose_task,multi_finger_force_production
oppose_task,finger_force_production
sequential_finger_movements,sequential_finger_movements
official_cognition,insight_into
official_cognition,poor_insight
health_care_practitioners,mental_health_professionals
health_care_practitioners,educators
health_care_practitioners,slts
health_care_practitioners,mental_health_nurses
health_care_practitioners,speech_language_pathologys
health_care_practitioners,health_care_practitioners
health_care_practitioners,speech_language_therapists
health_care_practitioners,community_psychiatric_nurses
health_care_practitioners,speech_pathologists
inter_rater_agreement,inter_rater_agreement
inter_rater_agreement,percentage_agreement
inter_rater_agreement,fair_agreement
inter_rater_agreement,almost_perfect_agreement
inter_rater_agreement,disagreement
inter_rater_agreement,agreement_between
inter_rater_agreement,strong_agreement
eq_vas,rand_36
eq_vas,sf_36v2
eq_vas,eq_vas
eq_vas,euro_qol_eq_5d
severe_cognitive_impairment,cognitive_impairments
severe_cognitive_impairment,mild_cognitive_impairment
severe_cognitive_impairment,cognitive_dysfunction
severe_cognitive_impairment,severe_cognitive_impairment
severe_cognitive_impairment,cognitive_deficits
supra_threshold,high_frequency_repetitive_trans_cranial_magnetic_stimulatio
supra_threshold,supra_threshold
supra_threshold,slow_oscillatory
supra_threshold,high_frequency_stimulation
peabody_developmental_motor_scales,b117
peabody_developmental_motor_scales,sub_scales_grasp_grip_pinch
husband,woman_who
husband,sister
husband,her_father
husband,broth_er
proprioceptive_input,afferent_feedback
proprioceptive_input,proprioceptive_input
proprioceptive_input,afferent_inputs
proprioceptive_input,afferent_input
proprioceptive_input,somato_sensory_input
health_icf_geneva_switzerland_world_health_organization_20,world_health_organization_icf_international_classification
health_icf_geneva_switzerland_world_health_organization_20,world_health_organization_2001
health_icf_geneva_switzerland_world_health_organization_20,world_health_organization_2001_international_classification
our_findings_highlight,underline
our_findings_highlight,underscores
burdea_g,virtual_reality_environments
burdea_g,serious_games
task_switching,visual_selective_attention
primary_care_setting,primary_care_setting
primary_care_setting,general_practitioners
primary_care_setting,primary_health_care
primary_care_setting,mental_health_nurses
primary_care_setting,primary_care_physicians
primary_care_setting,primary_care_settings
primary_care_setting,community_mental_health
male_female,sex_female
male_female,agea
male_female,gender_female_male
male_female,gender_male_female
male_female,sex_male_female
male_female,sex_male
male_female,gender_female
male_female,gender_male
male_female,male_female
male_female,sex_female_male
team_leader,nurse_manager
team_leader,educator
team_leader,supervisors
team_leader,supervisor
team_leader,team_leader
team_leader,leaders
no_significant_differences_between_groups,significant_differences_between_groups
no_significant_differences_between_groups,no_differences_between_groups
no_significant_differences_between_groups,significant_difference_between_groups
no_significant_differences_between_groups,significant_differences
no_significant_differences_between_groups,no_statistically_significant_differences
no_significant_differences_between_groups,statistically_significant_differences
no_significant_differences_between_groups,no_significant_differences_between_groups
no_significant_differences_between_groups,difference_between_groups
no_significant_differences_between_groups,significant_differences_between
no_significant_differences_between_groups,statistically_significant_difference
acute_care_hospitals,patients_who_had_died
newcastle_ottawa_quality_assessment_scale,casp
newcastle_ottawa_quality_assessment_scale,critical_appraisal_skills_program
newcastle_ottawa_quality_assessment_scale,physio_therapy_evidence_database_pedro_scale
newcastle_ottawa_quality_assessment_scale,pedro
newcastle_ottawa_quality_assessment_scale,newcastle_ottawa_quality_assessment_scale
newcastle_ottawa_quality_assessment_scale,pedro_database
newcastle_ottawa_quality_assessment_scale,appraisal_tool
newcastle_ottawa_quality_assessment_scale,single_case_experimental_design_scale
expert_advice,written_information_about
comfortable_walking_speed,fastest_possible_speed
comfortable_walking_speed,self_selected_walking_speeds
comfortable_walking_speed,fast_speeds
comfortable_walking_speed,comfortable_walking_speed
comfortable_walking_speed,fast_walking_speed
comfortable_walking_speed,self_selected_speed
comfortable_walking_speed,maximal_speed
comfortable_walking_speed,fast_walking_speeds
comfortable_walking_speed,comfortable_self_selected
j_neurology_neurosurg_psychiatr,j_neurology_neurosurg_psychiatr
j_neurology_neurosurg_psychiatr,j_neurology_neurosurg_psychiatry
j_neurology_neurosurg_psychiatr,acta_neurologica_scandinavica
j_neurology_neurosurg_psychiatr,acta_neurology_scand
j_neurology_neurosurg_psychiatr,eur_j_neurology
j_neurology_neurosurg_psychiatr,j_neurology_sci
general_health_status,hr_qol
times_per_week,times_per_week
times_per_week,h_per_day
times_per_week,per_week
times_per_week,hours_per_day
times_per_week,hours_per_week
times_per_week,days_per_week
times_per_week,minutes_per_day
times_per_week,sessions_per_week
knee_flexor,hip_extensor
knee_flexor,knee_flexor
knee_flexor,hip_flexor
knee_flexor,ankle_dorsi_flexor
knee_flexor,ankle_plantar_flexor
knee_flexor,knee_flexors_knee_extensors
intact_arm,intact_limb
intact_arm,mirror_box
intact_arm,mirror_visual_feedback
intact_arm,intact_arm
intact_arm,mirror_reflection
new_york_ny_guilford_press,new_york_ny_oxford_university_press
new_york_ny_guilford_press,barnes_m
new_york_ny_guilford_press,hove_u_k
inter_disciplinary_teams,inter_professional_collaboration
inter_disciplinary_teams,health_care_teams
inter_disciplinary_teams,collaboration_between
inter_disciplinary_teams,teamwork
inter_disciplinary_teams,collaborative_working
inter_disciplinary_teams,partnership
wrist_flexion_extension,thumb_extension
wrist_flexion_extension,shoulder_elbow_forearm
wrist_flexion_extension,pronation_supination
wrist_flexion_extension,elbow_wrist
wrist_flexion_extension,forearm_pronation
wrist_flexion_extension,wrist_flexion_extension
barthel_activities,iadls
barthel_activities,daily_living
barthel_activities,adls
barthel_activities,instrumental_adl
barthel_activities,basic_adl
barthel_activities,iadl
barthel_activities,self_care
large_multicenter,randomized_parallel_group
large_multicenter,randomized_placebo_controlled
large_multicenter,randomized_sham_controlled
large_multicenter,multicenter_randomized
large_multicenter,cluster_randomized_trial
large_multicenter,large_multicenter
large_multicenter,multi_site
large_multicenter,cluster_randomized
cathodal_trans_cranial_direct_current_stimulation,d_amphetamine
cathodal_trans_cranial_direct_current_stimulation,low_frequency_repetitive_trans_cranial_magnetic_stimulation
cathodal_trans_cranial_direct_current_stimulation,cortical_stimulation
cathodal_trans_cranial_direct_current_stimulation,cortical_stimulation_rehabilitative_training
cathodal_trans_cranial_direct_current_stimulation,cathodal_trans_cranial_direct_current_stimulation
cathodal_trans_cranial_direct_current_stimulation,inhibitory_repetitive_trans_cranial_magnetic_stimulation
active_video_gaming,hand_splinting
active_video_gaming,pfmt
active_video_gaming,emg_bio_feedback
active_video_gaming,kinesio_taping
urology,oncology_nursing
knee_extension,peak_knee_flexion
knee_extension,terminal_stance
idiopathic_parkinson_s_disease,spastic_hemi_paresis
idiopathic_parkinson_s_disease,idiopathic_parkinson_s_disease
idiopathic_parkinson_s_disease,upper_limb_hemi_paresis
idiopathic_parkinson_s_disease,upper_extremity_hemi_paresis
idiopathic_parkinson_s_disease,post_stroke_hemi_paresis
idiopathic_parkinson_s_disease,chronic_hemiparesis
extremities,ected_limb
extremities,hemi_paretic_lower_extremity
extremities,affected_extremity
extremities,hemiplegic_arm
wide_confidence_intervals,small_samples
wide_confidence_intervals,small_sample_sizes
wide_confidence_intervals,sample_size
wide_confidence_intervals,power_calculations
wide_confidence_intervals,relatively_small_sample_sizes
wide_confidence_intervals,large_sample_size
wide_confidence_intervals,wide_confidence_intervals
pediatric_intensive_care_unit,junior_doctors
pediatric_intensive_care_unit,surgical_ward
pediatric_intensive_care_unit,coronary_care_unit
pediatric_intensive_care_unit,ward_managers
middle_cerebral_artery_distribution,unifilateral_ischemic
middle_cerebral_artery_distribution,unifilateral_upper_limb
hypertonus,hypertonus
hypertonus,increased_muscle_tone
hypertonus,contractures
hypertonus,sub_luxation
hypertonus,joint_contractures
hypertonus,muscle_over_activity
hypertonus,hypertonia
hallett_m,doi_10_1113_j_physiol
hallett_m,roland_pe
hallett_m,eur_j_neuro_sci
hallett_m,rothwell_j_c
hallett_m,hallett_m
hallett_m,ugawa_y
hallett_m,stephan_k_m
hallett_m,hamada_m
hallett_m,olivier_e
hallett_m,j_physiol_lond
chronic_stages,first_few_weeks
chronic_stages,post_acute_stage
chronic_stages,chronic_stages
chronic_stages,acute_phase
chronic_stages,post_acute_phase
chronic_stages,acute_stages
fma_fugl_meyer_assessment,fugl_meyer_upper_extremity
fma_fugl_meyer_assessment,bbt
fma_fugl_meyer_assessment,action_research_arm
fma_fugl_meyer_assessment,fma_ue
fma_fugl_meyer_assessment,ara
fma_fugl_meyer_assessment,fugl_meyer_assessment_ue
fma_fugl_meyer_assessment,fma_fugl_meyer_assessment
fma_fugl_meyer_assessment,k_mbi
fma_fugl_meyer_assessment,9_hole_peg_test
fma_fugl_meyer_assessment,fma_ul
broca_s,untreated_items
an_unfavorable_outcome,favorable_outcome
an_unfavorable_outcome,poor_functional_outcome
an_unfavorable_outcome,post_traumatic_epilepsy
an_unfavorable_outcome,symptomatic_intra_cerebrral_hemorrhage
dominant_hands,non_dominant_upper_limb
dominant_hands,dominant_upper_limb
dominant_hands,non_dominant_arm
dominant_hands,non_dominant_hand
dominant_hands,non_dominant_side
dominant_hands,dominant_arm
dominant_hands,dominant_side
dominant_hands,dominant_right_hand
iqola_project_international_quality,communication_related_quality
iqola_project_international_quality,official_care_related_quality
iqola_project_international_quality,vision_related_quality
iqola_project_international_quality,generic_health_related_quality
iqola_project_international_quality,euro_quality
iqola_project_international_quality,poorer_health_related_quality
iqola_project_international_quality,hr_qol_health_related_quality
iqola_project_international_quality,iqola_project_international_quality
iqola_project_international_quality,voice_related_quality
iqola_project_international_quality,nd_qol_quality
six_minute_walk_test,gait_endurance
six_minute_walk_test,functional_walking_capacity
passive_dorsi_flexion,eversion
passive_dorsi_flexion,ankle_plantar_flexion
passive_dorsi_flexion,passive_dorsi_flexion
passive_dorsi_flexion,ankle_flexion
passive_dorsi_flexion,hip_adduction
listener,clinical_judgement
listener,judgements
listener,judgements_about
allude,found_significant_correlations_between
allude,found_strong_positive_correlation_between
behavior_rating_inventory,dys_executive_questionnaire_self
use_among_chronic_stroke,overcoming_learned_non
burgess_p,dys_executive_syndrome_wilson_alderman_burgess_emslie
burgess_p,psycho_logical_corporation
burgess_p,wilson_b_alderman_n_burgess_p_w_emslie_h
burgess_p,dys_executive_syndrome_behavioral_assessment
burgess_p,dys_executive_syndrome_bury_st_edmunds_uk_thames_valley_te
burgess_p,dys_executive_syndrome_wilson_et_al
burgess_p,evans_1996
burgess_p,dys_executive_syndrome_bury_st_edmunds_thames_valley_testNUM
fugl_meyer_assessment_scores,action_research_arm_test_score
fugl_meyer_assessment_scores,fugl_meyer_assessment_score
fugl_meyer_assessment_scores,fugl_meyer_scores
fugl_meyer_assessment_scores,fma_ue
fugl_meyer_assessment_scores,upper_extremity_fugl_meyer_score
fugl_meyer_assessment_scores,ue_fm
fugl_meyer_assessment_scores,action_research_arm_test_scores
fugl_meyer_assessment_scores,fugl_meyer_motor_score
fugl_meyer_assessment_scores,fugl_meyer_assessment_upper_extremity
fugl_meyer_assessment_scores,fugl_meyer_assessment_scores
hand_edema,hemiplegic_shoulder_pain
hand_edema,hypertonus
hand_edema,spastic_hypertonia
hand_edema,hand_edema
hand_edema,gleno_humeral_sub_luxation
hand_edema,muscle_spasticity
hand_edema,shoulder_pain
hand_edema,shoulder_sub_luxation
swedish_version,peabody_developmental_motor_scales
swedish_version,unifilateral_upper_limb_function
swedish_version,disability_inventory_pediatric_evaluation
swedish_version,pedi_pediatric_evaluation
handicap,hiv_aids
handicap,developmental_disability
handicap,disabilities
handicap,intellectual_disability
handicap,mental_illness
handicap,low_vision
handicap,persistent_mental_illness
validated_tool,brief_screening_tool
mep_amplitude,reaction_times
mep_amplitude,microstate
mep_amplitude,response_latencies
mep_amplitude,onset_latencies
somato_sensory_electrical_stimulation,low_frequency_repetitive_trans_cranial_magnetic_stimulation
somato_sensory_electrical_stimulation,hz_repetitive_trans_cranial_magnetic_stimulation
somato_sensory_electrical_stimulation,high_frequency_repetitive_trans_cranial_magnetic_stimulatio
somato_sensory_electrical_stimulation,non_lesional_hemi_sphere
somato_sensory_electrical_stimulation,somato_sensory_electrical_stimulation
somato_sensory_electrical_stimulation,inhibitory_repetitive_trans_cranial_magnetic_stimulation
lateral_aspect,thighs
lateral_aspect,fore_foot
lateral_aspect,humerus
lateral_aspect,foot_flat
mentor,teachers
mentor,classroom_teachers
mentor,slp
mentor,slt
mentor,educator
mentor,supervisors
mentor,supervisor
mentor,tutors
small_sample_sizes,experimental_designs
small_sample_sizes,small_sample_sizes
small_sample_sizes,controlled_trials
tardieu,modified_ashworth_scale_mas
tardieu,modified_tardieu_scale
tardieu,tardieu_scale
tardieu,mas
tardieu,composite_spasticity_scale
tardieu,tardieu
tardieu,modified_modified_ashworth_scale
tardieu,modified_ashworth_scale
tardieu,modified_ashworth
scores_ranging_from,total_score_ranges_from_0
scores_ranging_from,scale_ranges_from
scores_ranging_from,scores_ranging_from
scores_ranging_from,score_ranges_from
age_sex,nationality
age_sex,age_gender_marital_status
age_sex,age_gender
age_sex,race_ethnicity
age_sex,age_sex_marital_status
age_sex,age_sex
age_sex,sex_age
age_sex,gender_age_education
age_sex,gender_race
showed_greater_improvements,showed_statistically_significant_improvement
analyzed_using_descriptive_statistics,data_were_analyzed_using
analyzed_using_descriptive_statistics,analyzed_using_spss
analyzed_using_descriptive_statistics,analyzed_using_descriptive_statistics
analyzed_using_descriptive_statistics,analyzed_using_thematic_analysis
cervical_dystonia,over_active_bladder
cervical_dystonia,migraine_headaches
cervical_dystonia,migraines
cervical_dystonia,migraine_headache
cervical_dystonia,chronic_migraine
cognitive_failures_questionnaire,dys_executive_symptoms
lintern_g,haptic_feedback
lintern_g,haptic_device
lintern_g,vibro_tactile
lintern_g,haptics
full_text_review,full_papers
full_text_review,full_text_articles
full_text_review,dissertations
full_text_review,abstracts
full_text_review,full_text_article
full_text_review,full_texts
full_text_review,full_text_review
full_text_review,potentially_relevant_studies
full_text_review,grey_literature
full_text_review,titles
spasmodic_dysphonia,botulinum
spasmodic_dysphonia,onabotulinum_toxin
spasmodic_dysphonia,botulinum_neurotoxin_type
spasmodic_dysphonia,neurotoxin
spasmodic_dysphonia,clostridium_botulinum
spasmodic_dysphonia,intra_muscular_injection
spasmodic_dysphonia,botulinum_toxins
spasmodic_dysphonia,spasmodic_dysphonia
discharged_directly_home,discharged_directly_home
health_service_costs,emergency_medicine_journal
health_service_costs,health_care_resource_use
an_interview_guide,interview_guide
an_interview_guide,topic_guide
an_interview_guide,semi_structured_interview_schedule
an_interview_guide,an_interview_guide
an_interview_guide,semi_structured_interview_guide
an_interview_guide,interview_questions
aneurysmal_subarachnoid_hemorrhage,acute_ischemic_stroke
aneurysmal_subarachnoid_hemorrhage,intra_cerebrral_hemorrhage
aneurysmal_subarachnoid_hemorrhage,hemorrhagic_stroke
aneurysmal_subarachnoid_hemorrhage,aneurysmal_subarachnoid_hemorrhage
aneurysmal_subarachnoid_hemorrhage,cerebral_infarction
aneurysmal_subarachnoid_hemorrhage,intravenous_thrombolysis
aneurysmal_subarachnoid_hemorrhage,first_ever_ischemic_stroke
post_acute,post_acute_brain_injury_rehabilitation
post_acute,resource_facilitation
chronic_stroke_not_always_efficacious_neuro_rehabil_neuralNUM,bilateral_simultaneous_lower_extremity_training
chronic_stroke_not_always_efficacious_neuro_rehabil_neuralNUM,rhythmic_auditory_cueing_protocol
chronic_stroke_not_always_efficacious_neuro_rehabil_neuralNUM,modified_bilateral_arm_training
chronic_stroke_not_always_efficacious_neuro_rehabil_neuralNUM,rhythmic_auditory_cueing_bilateral_arm_training
chronic_stroke_not_always_efficacious_neuro_rehabil_neuralNUM,bilateral_arm_training
concussion_management,concussion_mild_traumatic_brain_injury
concussion_management,concussion_management
concussion_management,sports_related_concussion
concussion_management,concussions
concussion_management,pediatric_concussion
concussion_management,high_school_athletes
concussion_management,sports_concussion
methylphenidate,amphetamine_users
methylphenidate,dextroamphetamine
methylphenidate,d_amphetamine
methylphenidate,amphetamines
methylphenidate,gala_ntamine
methylphenidate,methylphenidate
methylphenidate,atomoxetine
methylphenidate,cocaine
methylphenidate,bromocriptine
pencils,menu_reading
pencils,pencil_tasks
pencils,pencils
pencils,pencil_version
pencils,pencil_tests
tpa,acute_ischemic_stroke
tpa,safe_implementation
tpa,tissue_plasminogen_activator
tpa,recombinant_tissue_plasminogen_activator
tpa,intravenous_thrombolysis
tpa,thrombolytic_therapy
official_desirability_bias,sampling_bias
official_desirability_bias,official_desirability_bias
official_desirability_bias,low_response_rate
official_desirability_bias,attrition_bias
official_desirability_bias,self_selection_bias
personal_digital_assistant,text_messaging
personal_digital_assistant,calendars
personal_digital_assistant,organizer
randomized_controlled_trials,rcts
randomized_controlled_trials,randomized_trials
randomized_controlled_trials,randomized_controlled_trials
randomized_controlled_trials,randomized_clinical_trials
randomized_controlled_trials,randomized_controlled_clinical_trials
randomized_controlled_trials,randomized_control_trials
randomized_controlled_trials,randomized_controlled_studies
receptive_lan,vigorous_physical_activity_per_day
thrombolytic_therapy,alteplase
thrombolytic_therapy,intravenous_alteplase
thrombolytic_therapy,tpa
thrombolytic_therapy,intravenous_recombinant_tissue_plasminogen_activator
thrombolytic_therapy,intravenous_tissue_plasminogen_activator
multivariable_model,multi_variate_model
multivariable_model,multiple_regression_model
multivariable_model,logistic_regression_model
multivariable_model,multivariable_model
hip_joints,hip_joint
hip_joints,ankle
hip_joints,knee_joint
hip_joints,hip_joints
hip_joints,knee_joints
hip_joints,hip_knee
hip_joints,ankle_joints
contextual_factors,bio_psychoofficial_factors
contextual_factors,personality_traits
contextual_factors,motivational_factors
day_workshop,one_hour_sessions
day_workshop,hour_sessions
day_workshop,sessions_lasted
day_workshop,weekly_sessions
day_workshop,sessions_per_week
day_workshop,one_hour
prospective_longitudinal,single_subject_experimental
prospective_longitudinal,single_case
prospective_longitudinal,single_subject_research_design
prospective_longitudinal,prospective_longitudinal
prospective_longitudinal,single_case_experimental
consultations,consultations
skill,communication_skills
skill,technical_skills
skill,inter_personal_skills
skill,skill
anybody,pauses
tmt,wais
tmt,trail_making_test_part
tmt,trail_making
tmt,d_kefs
tmt,trail_making_test_part_b
tmt,tmt
tmt,digit_symbol
tmt,stroop_color_word_test
wrist_extensors,abductors
wrist_extensors,elbow_flexors
wrist_extensors,hip_extensors
wrist_extensors,knee_flexors
wrist_extensors,shoulder_adductors
wrist_extensors,finger_flexors
wrist_extensors,ankle_plantar_flexor
wrist_extensors,wrist_extensors
wrist_extensors,wrist_flexors
wrist_extensors,shoulder_abductors
queen_sland,remote_areas
sum_score,sub_scales
sum_score,sub_scale_scores
sum_score,total_score
judgements_about,make_decisions_about
western_sweden,population_based_cohort_study
cronbach_s_alphas,cronbach
cronbach_s_alphas,internal_consistency
cronbach_s_alphas,internal_consistency_reliability
cronbach_s_alphas,high_internal_consistency
cronbach_s_alphas,good_internal_consistency
cronbach_s_alphas,cronbach_s_alphas
cronbach_s_alphas,cronbach_s_alpha
cronbach_s_alphas,cronbach_s_alpha_coefficient
cronbach_s_alphas,cronbach_alpha
participants_were_randomly_assigned,participants_were_randomly_assigned
participants_were_randomly_assigned,subjects_were_randomly_allocated
participants_were_randomly_assigned,participants_were_randomly_allocated
spss,spss
spss,spss_inc_chicago_il_usa
spss,windows_ibm
spss,spss_statistical_package
spss,ibm_corp
spss,official_sciences_version
spss,windows_version
spss,official_sciences_spss
spss,spss_inc
spss,ibm_spss_statistics
sex_female,sex_female
sex_female,gender_female_male
sex_female,race_white
sex_female,gender_male
sex_female,sex_female_male
conventional_overground_gait_training,electro_mechanical_gait_trainer
purdue_peg_board_test,finger_dexterity
purdue_peg_board_test,purdue_peg_board_test
purdue_peg_board_test,mvpt
purdue_peg_board_test,fine_manual_dexterity
musical_structure,processing_streams
musical_structure,musical_structure
magill,motor_skill_acquisition
magill,contextual_interference_effect
magill,implicit_motor_learning
paretic_muscles,muscle_contraction
paretic_muscles,tonic_contraction
paretic_muscles,voluntary_muscle_contraction
paretic_muscles,contractions
paretic_muscles,voluntary_contraction
paretic_muscles,expiration
paretic_muscles,voluntary_contractions
eds_augmentative,alternative_communication_augmentative
eds_augmentative,eds_augmentative
eds_augmentative,augmentative_communication
eds_augmentative,aac
eds_augmentative,alternative_communication
video_game,tetris
video_game,computer_games
video_game,video_game
video_game,video_games
video_game,eye_toy
video_game,virtual_reality_games
pilot_randomized_controlled_trial,randomized_placebo_controlled_study
pilot_randomized_controlled_trial,randomized_controlled_pilot_study
hip_arthroscopy,primary_total_knee_arthroplasty
self_determination,spiritual_care
self_determination,professionalism
self_determination,collaboration_between_professionals
self_determination,professional_autonomy
self_determination,job_satisfaction
self_determination,accountability
saltin_b,doi_10_1152_j_applphysiol
saltin_b,j_appl_physiol_1985
saltin_b,eur_j_appl_physiol
neutral_position,neutral_position
neutral_position,knee_flexed
neutral_position,elbow_flexed
neutral_position,90_degrees
neutral_position,dorsi_flexed
brain_imaging,voxel_based_morphometry
brain_imaging,functional_brain_imaging
brain_imaging,brain_mapping
brain_imaging,functional_neuro_imaging
brain_imaging,brain_imaging
brain_imaging,diffusion_tensor_imaging
brain_imaging,functional_imaging_studies
brain_imaging,structural_neuro_imaging
impairments_disabilities,functioning_disability
impairments_disabilities,world_health_organization_international_classification
impairments_disabilities,world_health_organization_icf_international_classification
impairments_disabilities,health_icf
impairments_disabilities,impairments_disabilities
impairments_disabilities,world_health_organization_2001
impairments_disabilities,icidh_2
impairments_disabilities,icidh
homoscedasticity,kolmogorov_smirnov_test
homoscedasticity,sphericity
homoscedasticity,levene_s_test
homoscedasticity,shapiro_wilk_test
homoscedasticity,non_normal_distribution
new_york_ny_oxford_university_press,1st_ed
new_york_ny_oxford_university_press,new_york_ny_oxford_university_press
new_york_ny_oxford_university_press,oxford_university_press
new_york_ny_oxford_university_press,cambridge_university_press
new_york_ny_oxford_university_press,hove_u_k
new_york_ny_oxford_university_press,2nd_ed_pp
new_york_ny_oxford_university_press,new_york_oxford_university_press
new_york_ny_oxford_university_press,psychology_press
chronic_incomplete_spinal_cord_injury,chronic_incomplete_spinal_cord_injury
chronic_incomplete_spinal_cord_injury,chronic_stroke_pilot_study
chronic_incomplete_spinal_cord_injury,post_stroke_hemi_plegia
chronic_incomplete_spinal_cord_injury,chronic_stroke_arch_phys_med_rehabil
chronic_incomplete_spinal_cord_injury,chronic_hemiparesis
chronic_incomplete_spinal_cord_injury,chronic_post_stroke_hemi_paresis
chronic_incomplete_spinal_cord_injury,chronic_hemi_paretic_stroke
chronic_incomplete_spinal_cord_injury,chronic_stroke_neuro_rehabil_neural_repair
qual_saf_health_care,british_medical_journal
qual_saf_health_care,qual_saf_health_care
qual_saf_health_care,j_eval_clin_pract
qual_saf_health_care,br_med_j
qual_saf_health_care,bmc_health_services_research
qual_saf_health_care,british_medical_journal_316
qual_saf_health_care,br_j_gen_pract
qual_saf_health_care,palliat_med
qual_saf_health_care,bmc_health_serv_res
qual_saf_health_care,bmj_open
alpha_coefficient,cronbach
alpha_coefficient,alpha_coefficient
alpha_coefficient,internal_consistency
alpha_coefficient,internal_consistency_reliability
alpha_coefficient,high_internal_consistency
alpha_coefficient,good_internal_consistency
alpha_coefficient,cronbach_s_alpha_coefficient
alpha_coefficient,cronbach_alpha
alpha_coefficient,cronbach_s
there_were_no_statistically_significant_differences_between,base_line_comparability
there_were_no_statistically_significant_differences_between,y_y_n
neuro_psychological_assessments,examination
neuro_psychological_assessments,neuro_psychological_evaluation
neuro_psychological_assessments,examinations
neuro_psychological_assessments,neuro_psychological_testing
partial_weight_support,barbeau_h_visintin_m_optimal_outcomes_obtained
partial_weight_support,hesse_s_tread_mill_training
partial_weight_support,partial_body_weight_support_compared
partial_weight_support,non_ambulatory_hemi_paretic_patients_stroke_1995_26_976_981
partial_weight_support,partial_body_weight_support_versus_floor_walking
cluster_randomized_controlled_trial,multi_center
cluster_randomized_controlled_trial,prospective_multicenter
cluster_randomized_controlled_trial,multi_site
cluster_randomized_controlled_trial,multi_institutional
cluster_randomized_controlled_trial,cluster_randomized_controlled_trial
cluster_randomized_controlled_trial,prospective_observational
cluster_randomized_controlled_trial,multi_centerd
min_rest,min_warm_up
min_rest,10_min_warm_up
min_rest,warm_up_exercises
min_rest,cool_down
min_rest,30_45_min
min_rest,min_rest
min_rest,cool_down_exercises
min_rest,45_60_min
patient_centerd,inter_professional_education
patient_centerd,inter_professional_collaboration
patient_centerd,health_care_teams
patient_centerd,consultancy
patient_centerd,person_centerd_care
patient_centerd,patient_centered_care
kinematic_measurements,kinematic_measurements
kinematic_measurements,kinematics
bdae,boston_diagnostic_aphasia_examination
bdae,aachen_aphasia_test
bdae,bdae
bdae,wab
bdae,aat
bdae,western_aphasia_battery_revised
ipsilateral_activation,temporal_asymmetry
ipsilateral_activation,step_length_asymmetry
ipsilateral_activation,gait_asymmetry
ipsilateral_activation,swing_time
range,fixed_versus_flexible_battery
range,full_passive_range
dyad,sessions
dyad,90_minutes
dyad,hour
dyad,one_hour
web_survey,disagreements_were_resolved_through_discussion
withdrew_from,withdrew_from
bruin_inks_oseretsky_test,muupper_limb
