charact_eris,characteristic,c,0
characteristictic,characteristic,c,0
facili_tate,facilitate,e,0
lesio_n,lesion,n,0
conclusio_n,conclusion,n,0
gonza_lez,gonzalez,z,0
 isat , is at , ,0
profes_sion,profession,n,0
exter_nal,external,l,0
walk_ing,walking,g,0
cog_nit,cognit,,
researc_h,research,h,0
prosthetorthot,prosthetics_orthotics,s,0
prosthet_orthot,prosthetics_orthotics,s,0
psychiauic,psychiatric,c,0
psychiau_ic,psychiatric,c,0
trau_matic,traumatic,c,0
methodo_log,methodolog,g,0
find_ing,finding,g,0
vari_able,variable,e,0
tri_al,trial,l,0
vari_anc,varianc,c,0
vari_ant,variant,,
vari_ability,variability,y,0
inter_vention,intervention,n,0
system_atic,systematic,c,0
signi_cant,significant,,
sig_ni_cant,significant,,
sig_nificant,significant,,
fig_ure,figure,e,0
articial,artificial,l,0
arti_cial,artificial,l,0
corti_cal,cortical,l,0
proced_ure,procedure,e,0
grammarlearninongrammatical,grammar_learning_non_grammatical,l,0
grammar_learninongrammatical,grammar_learning_non_grammatical,l,0
sem_antic,semantic,c,0
dis_order,disorder,r,0
therapistss,therapists,s,0
therapist_ss,therapists,s,0
mus_cle,muscle,e,0
grego_rio,gregorio,o,0
subse_quent,subsequent,,
elec_tric,electric,c,0
poten_tial,potential,l,0
random_iz,randomiz,z,0
symptom_ology,symptomology,y,0
assessmen_t,assessment,,
sua_rez,suarez,z,0
neuropsycholog_y,neuro_psychology,y,0
main_tain,maintain,n,0
learn_ing,learning,g,0
w_olf,wolf,f,0
t_ime,time,e,0
vent_ion,vention,n,0
ministre,minister,r,0
minist_re,minister,r,0
systme,system,m,0
syst_me,system,m,0
t_ai_chi,tai_chi,i,0
rat_ing,rating,g,0
exam_ple,example,e,0
exam_ine,examine,e,0
child_ren,children,n,0
ther_ap,therap,p,0
supervi_sion,supervision,n,0
per_form,perform,m,0
per_cent,percent,,
hyperre_exia,hyper_reflexia,a,0
hyper_re_exia,hyper_reflexia,a,0
proper_ties,properties,s,0
proper_ty,property,y,0
perfor_m,perform,m,0
per_ceive,perceive,e,0
per_cept,percept,,
per_spect,perspect,,
per_sonal,personal,l,0
technol_og,technolog,g,0
kine_matic,kinematic,c,0
espan_ola,espanola,a,0
avail_able,available,e,0
plan_tar,plantar,r,0
plan_ning,planning,g,0
feed_back,feedback,k,0
brunnstro_m,brunnstrom,m,0
pro_duce,produce,e,0
strok_e,stroke,e,0
pro_gram,program,m,0
pro_tocol,protocol,l,0
sandstro_m,sandstrom,m,0
nordstro_m,nordstrom,m,0
wahlstro_m,wahlstrom,m,0
lundstro_m,lundstrom,m,0
wikstro_m,wikstrom,m,0
kjellstro_m,kjellstrom,m,0
nystro_m,nystrom,m,0
grundstro_m,grundstrom,m,0
bostro_m,bostrom,m,0
kvarnstro_m,kvarnstrom,m,0
hedstro_m,hedstrom,m,0
nordstro_m,nordstrom,m,0
hedstro_m,hedstrom,m,0
bergstro_m,bergstrom,m,0
engestro_m,engestrom,m,0
hellstro_m,hellstrom,m,0
randstro_m,randstrom,m,0
engstro_m,engstrom,m,0
fagerstro_m,fagerstrom,m,0
derstro_m,derstrom,m,0
ahlstro_m,ahlstrom,m,0
stenstro_m,stenstrom,m,0
brunnstro_m,brunnstrom,m,0
lindstro_m,lindstrom,m,0
bergstro_m,bergstrom,m,0
stro_m,strom,m,0
psiquiatria,psychiatry,y,0
prov_ide,provide,e,0
pro_pose,propose,e,0
ro_le,role,e,0
pro_cess,process,s,0
neuro_log,neurolog,g,0
ro_nnberg,ronnberg,g,0
rehabilitatio_n,rehabilitation,n,0
guzma_n,guzman,n,0
ali_gn,align,n,0
ali_na,alina,a,0
relatedd,related,d,0
ef_ficacy,efficacy,y,0
dem_onstrat,demonstrat,,
go_mez,gomez,z,0
go_ttingen,gottingen,n,0
go_teborg,goteborg,g,0
go_lge,golge,e,0
myer,meyer,r,0
evaluacion,evaluation,n,0
relacion,relation,n,0
rehabilitacion,rehabilitation,n,0
evaluacio_n,evaluation,n,0
relacio_n,relation,n,0
rehabilitacio_n,rehabilitation,n,0
le_sion,lesion,n,0
e_ducation,education,n,0
le_gall,legal,l,0
legall,legal,l,0
me_dico,medico,o,0
vale_ncia,valencia,a,0
metropolitain,metropolitan,n,0
me_tropolitain,metropolitan,n,0
e_dition,edition,n,0
metodo,method,d,0
me_todo,method,d,0
cerebraux,cerebral,l,0
ce_re_braux,cerebral,l,0
etudiant,student,,
e_tudiant,student,,
simi_lar,similar,r,0
bra_nholm,branholm,m,0
inter_val,interval,l,0
ini_tial,initial,l,0
pediatrica,pediatrics,s,0
pedia_trica,pediatrics,s,0
handi_cap,handicap,p,0
longterme,long_term,m,0
long_terme,long_term,m,0
neces_sary,necessary,y,0
pres_sure,pressure,e,0
res_pons,respons,s,0
pacic,pacific,c,0
paci_c,pacific,c,0
hos_pital,hospital,l,0
execu_tive,executive,e,0
accu_racy,accuracy,y,0
dont,do_not,,
don_t,do_not,,
wont,will_not,,
won_t,will_not,,
iden_tify,identify,y,0
syn_drom,syndrom,m,0
lan_guage,language,e,0
gen_eral,general,l,0
comprehen_sive,comprehensive,e,0
neurol,neurology,y,0
neu_rol,neurology,y,0
ran_dom,random,m,0
arent,are not,,
aren_t,are not,,
nor_mal,normal,l,0
ses_sion,session,n,0
publica,publication,n,0
pu_blica,publication,n,0
publica tion,publication,n,0
publication tion,publication,n,0
depen_den,dependen,n,0
de_penden,dependen,n,0
assis_tan,assistan,n,0
po_tter,potter,r,0
compo_nent,component,,
measu_re,measure,e,0
sup_port,support,,
superieur,superior,r,0
sup_erieur,superior,r,0
mea_sur,measur,r,0
mech_anism,mechanism,m,0
tech_nique,technique,e,0
sa_nchez,sanchez,z,0
s_ao,sao,o,0
sus_tain,sustain,n,0
zu_rich,zurich,h,0
fall_er,faller,r,0
ser_vice,service,e,0
ander_son,anderson,n,0
approxi_mat,approximat,,
pacientescon,patients_with,h,0
pacientes_con,patients_with,h,0
nonpro_t,non_profit,,
nonprofit,non_profit,,
non_pro_t,non_profit,,
nonsignificant,non_significant,,
nonsigni_cant,non_significant,,
nonsignicant,non_significant,,
nonhumean,non_human,n,0
non_humean,non_human,n,0
conditiononsignalled,condition non_signalled,d,0
conditionon_signalled,condition non_signalled,d,0
nonspecific,non_specific,c,0
nonspeci_c,non_specific,c,0
non_speci_c,non_specific,c,0
s_ublux,sub_lux,x,0
snchez,sanchez,z,0
s_nchez,sanchez,z,0
di_scharge,discharge,e,0
phys_ical,physical,l,0
cri_teria,criteria,a,0
num_ber,number,r,0
lum_p,lump,p,0
parkinsons_dis ,parkinson_s_disease , ,0
marie_jos_e,marie_jose,e,0
dis_tan,distan,n,0
trans_fer,transfer,r,0
dis_able,disable,e,0
trans_form,transform,m,0
suppor_t,support,,
hemor_rhage,hemorrhage,e,0
perfor_m,perform,m,0
ja_ger,jager,r,0
ja_ckel,jackel,l,0
depen_den,dependen,n,0
activ_ity,activity,y,0
kla_ssbo,klassbo,o,0
la_freniere,lafreniere,e,0
la_davas,ladavas,s,0
la_kartidningen,lakartidningen,n,0
uberla_ndia,uberlandia,a,0
la_prize,laprize,e,0
rela_tive,relative,e,0
larue,the_street,,
lapointe,the_point,,
lafamile,the_family,y,0
lamarche,the_walk,k,0
lafe,the_fairy,y,0
la_pointe,the_point,,
la_famile,the_family,y,0
la_marche,the_walk,k,0
la_fe,the_fairy,y,0
la_rue,the_street,,
im_prove,improve,e,0
m_otor,motor,r,0
nam_es,names,s,0
environ_men,environmen,n,0
stolk_horns,stolkhorns,s,0
m_oderat,moderat,,
nam_ing,naming,g,0
mod_el,model,l,0
esophageal,eso_phageal,l,0
esoph_ageal,eso_phageal,l,0
fifiberoptic,fiber_optic,c,0
fifiber_optic,fiber_optic,c,0
fifibertrack,fiber_track,k,0
fifiber_track,fiber_track,k,0
fifibertype,fiber_type,e,0
fifiber_type,fiber_type,e,0
med_ical,medical,l,0
dem_onstrat,demonstrat,,
im_plicit,implicit,,
im_prov,improv,v,0
tem_poral,temporal,l,0
mo_tor,motor,r,0
m_ethod,method,d,0
im_pair,impair,r,0
am_nesia,amnesia,a,0
para_meter,parameter,r,0
mem_ory,memory,y,0
sumi_t,sumit,,
admis_sion,admission,n,0
statisti_cal,statistical,l,0
ngerprick,finger_prick,k,0
ngertapping,finger_tap,p,0
ngertracking,finger_track,k,0
ngertips,finger_tip,p,0
ngeropening,finger_open,n,0
ngerpinch,finger_pinch,h,0
nger_prick,finger_prick,k,0
nger_tapp,finger_tap,p,0
nger_track,finger_track,k,0
nger_tip,finger_tip,p,0
nger_open,finger_open,n,0
nger_pinch,finger_pinch,h,0
fifinger_prick,finger_prick,k,0
fifinger_tap,finger_tap,p,0
fifinger_track,finger_track,k,0
fifinger_tip,finger_tip,p,0
fifinger_open,finger_open,n,0
fifinger_pinch,finger_pinch,h,0
stu_dent,student,,
fo_rlaget,forlaget,,
fo_rbundet,forbundet,,
fo_rfattningssamling,forfattningssamling,g,0
fo_rlag,forlag,g,0
fo_rster,forster,r,0
psykologiforlaget,psychology_forlaget,,
psykologifo_rlaget,psychology_forlaget,,
xedterm,fixed_term,m,0
xed_term,fixed_term,m,0
fifixed_term,fixed_term,m,0
fifixed_term,fixed_term,m,0
wxed,fixed,d,0
meth_od,method,d,0
stu_rmer,sturmer,r,0
ampli_tude,amplitude,e,0
fol_low,follow,w,0
reso_nance,resonance,e,0
asso_ciation,association,n,0
pos_sible,possible,e,0
cefficien,coeffecin,n,0
coef_cient,coefficient,,
ideomotor,video_motor,r,0
ideo_motor,video_motor,r,0
vvideo_motor,video_motor,r,0
r_eview,review,w,0
ver_sus,versus,s,0
differ_ent,different,,
aver_age,average,e,0
fun_ction,function,n,0
r_elat,relat,,
par_ticipa,participa,a,0
indi_cat,indicat,,
ev_iden,eviden,n,0
v_iew,view,w,0
deci_sion,decision,n,0
resonanc_e,resonance,e,0
fruhrehabilitation,early_rehabilitation,n,0
fru_hrehabilitation,early_rehabilitation,n,0
identied,identified,d,0
identi_ed,identified,d,0
ef_cien,efficien,n,0
e_cien,efficien,n,0
ef_cacy,efficacy,y,0
e_cacy,efficacy,y,0
eycacy,efficacy,y,0
selfefficacy,self_efficacy,y,0
selfe_cacy,self_efficacy,y,0
selfef_cacy,self_efficacy,y,0
self_ef_cacy,self_efficacy,y,0
selfeycacy,self_efficacy,y,0
self_eycacy,self_efficacy,y,0
selfreflect,self_reflect,,
selfre_ect,self_reflect,,
self_reflect,self_reflect,,
selfconfidence,self_confidence,e,0
selfcon_dence,self_confidence,e,0
self_con_dence,self_confidence,e,0
superieur,superior,r,0
supe_rieur,superior,r,0
universitario,academic,c,0
universita_rio,academic,c,0
universitat,university,y,0
universita_t,university,y,0
speci_es,specifies,s,0
probleme,problem,m,0
proble_me,problem,m,0
gre_goire,gregoire,e,0
governmenta_l,governmental,l,0
peo_ple,people,e,0
cr_emers,cremers,s,0
ob_serv,observ,v,0
ob_tain,obtain,n,0
ap_proach,approach,h,0
esti_mat,estimat,,
partici_pat,participat,,
cra_nien,cranien,n,0
mu_sseler,musseler,r,0
mu_ller,muller,r,0
mu_nster,munster,r,0
mu_nchau,munchau,u,0
mu_hlau,muhlau,u,0
mu_ri,muri,i,0
mu_nte,munte,e,0
ku_hn,kuhn,n,0
ku_st,kust,,
ku_bler,kubler,r,0
ku_nzle,kunzle,e,0
ku_mmerer,kummerer,r,0
ku_ker,kuker,r,0
ku_leuven,kuleuven,n,0
itravle,i_travel,l,0
i_travle,i_travel,l,0
 i_ll , i_will,l,0
di_er,differ,r,0
re_ux,reflux,x,0
antire_ux,antireflux,x,0
anti_re_ux,anti_reflux,x,0
cameira_o,cameirao,o,0
rea_son,reason,n,0
tea_ch,teach,h,0
consis_tent,consistent,,
dis_ease,disease,e,0
dis_cuss,discuss,s,0
statis_tic,statistic,c,0
 rai_t , rait , ,0
atti_tude,attitude,e,0
ti_ab,tiab,b,0
mai_n,main,n,0
si_le,sile,e,0
train_ing,training,g,0
set_ting,setting,g,0
sjo_gren,sjogren,n,0
sjo_lund,sjolund,d,0
gutie_rrez,gutierrez,z,0
rele_vant,relevant,,
pra_ctica,practica,a,0
symp_tom,symptom,m,0
physi_cian,physician,n,0
pub_lish,publish,h,0
sub_ject,subject,,
bo_cker,bocker,r,0
col_lect,collect,,
bu_te,bute,e,0
bu_low,bulow,w,0
bu_chel,buchel,l,0
bu_hler,buhler,r,0
lerva_g,lervag,g,0
su_tbeyaz,sutbeyaz,z,0
char_act_eris_tic,characteristic,c,0
conse_quense,consequense,e,0
vale_rie,valerie,e,0
flex_ion,flexion,n,0
me_lanie,melanie,e,0
he_bert,hebert,,
hemiple ,hemiplegia,a,0
he_miple ,hemiplegia,a,0
hemiplegia gia,hemiplegia,a,0
me_deci,medeci,i,0
me_dic,medic,c,0
me_thod,method,d,0
de_medecine,the_medicine,e,0
de_me_decine,the_medicine,e,0
me_dicale,medical,l,0
da_valos,davalos,s,0
repeti_tiv,repetitiv,v,0
gru_newald,grunewald,d,0
gru_ner,gruner,r,0
carrie_re,carriere,e,0
ferna_ndez,fernandez,z,0
gonza_lez,gonzalez,z,0
ra_sa_nen,rasanen,n,0
sa_rka_mo,sarkamo,o,0
meta_bolic,metabolic,c,0
va_lima_ki,valimaki,i,0
ma_kela_inen,makelainen,n,0
ma_nsson,mansson,n,0
ma_kinen,makinen,n,0
va_nersborg,vanersborg,g,0
ra_heim,raheim,m,0
ha_ma_la_inen,hamalainen,n,0
va_zquez,vazquez,z,0
va_rd,vard,d,0
na_tterlund,natterlund,d,0
va_isa_nen,vaisanen,n,0
dif_fer,differ,r,0
sto_rungen,storungen,n,0
sto_cker,stocker,r,0
lo_fmark,lofmark,k,0
lo_vgren,lovgren,n,0
lo_fgren,lofgren,n,0
lo_gerfo,logerfo,o,0
lo_pez,lopez,z,0
dif_cult,difficult,,
di_cult,difficult,,
expriense,experience,e,0
exprience,experience,e,0
exp_riense,experience,e,0
exp_rience,experience,e,0
va_rd_i_norden,vard_i_norden,n,0
ameliorer,improve,e,0
ame_liorer,improve,e,0
memoire,memory,y,0
me_moire,memory,y,0
methodologie,methodology,y,0
me_thodologie,methodology,y,0
costef_ce,cost_efficie,e,0
coste_ce,cost_efficie,e,0
phsical,physical,l,0
ph_sical,physical,l,0
geriatrie,geriatrics,s,0
ge_riatrie,geriatrics,s,0
de_se_ze,deseze,e,0
se_bire,sebire,e,0
ph_d,phd,d,0
male_sevic,malesevic,c,0
cur_rent,current,,
compe_tense,competense,e,0
ba_ckman,backman,n,0
va_rdal,vardal,l,0
ge_linas,gelinas,s,0
m_ller,muller,r,0
mu_ller,muller,r,0
m_ller_kr,muller_k_r,r,0
mu_ller_kr,muller_k_r,r,0
k_obler,kobler,r,0
kbler,kobler,r,0
k_bler,kobler,r,0
ischemi ,ischemic,c,0
isch_emi ,ischemic,c,0
ischemic c ,ischemic,c,0
universitesi,university,y,0
u_niversitesi,university,y,0
oer ,offer , ,0
oers ,offers , ,0
o_er,offer,r,0
ocial,official,l,0
o_cial,official,l,0
of_cial,official,l,0
oce ,office , ,0
oces ,offices , ,0
o_ce,office,e,0
of_ce,office,e,0
soffic,offic,c,0
ho_man,hoffman,n,0
h_ospital,hospital,l,0
hpitaux,hospital,l,0
h_pitaux,hospital,l,0
hopitaux,hospital,l,0
ho_pitaux,hospital,l,0
hopital,hospital,l,0
ho_pital,hospital,l,0
ru_sseler,russeler,r,0
ru_nger,runger,r,0
u_rinary,urinary,y,0
su_lzenbru_ck,sulzenbruck,k,0
ru_ckriem,ruckriem,m,0
ru_sch,rusch,h,0
woo_d,wood,d,0
o_stlund,ostlund,d,0
o_hman,ohman,n,0
o_sterberg,osterberg,g,0
o_stberg,ostberg,g,0
ko_nig,konig,g,0
ko_hler,kohler,r,0
so_derstrom,soderstrom,m,0
so_derstro_m,soderstrom,m,0
ho_lzel,holzel,l,0
o_stman,ostman,n,0
ko_lbel,kolbel,l,0
jo_nsdo_ttir,jonsdottir,r,0
ho_mberg,homberg,g,0
o_ster,oster,r,0
o_zdemir,ozdemir,r,0
ko_ln,koln,n,0
o_berg,oberg,g,0
ribeir_o,ribeiro,o,0
h_agglund,hagglund,d,0
genevie_ve,genevieve,e,0
l_evin,levin,n,0
l_vgren,lovgren,n,0
lvgren,lovgren,n,0
laide,aid,d,0
l_aide,aid,d,0
latack,attack,k,0
l_atack,attack,k,0
lzmir,izmir,r,0
l_zmir,izmir,r,0
lcuyer,lecuyer,r,0
l_cuyer,lecuyer,r,0
lenfant,the_infant,,
l_enfant,the_infant,,
b_occthy,b_occ_thy,y,0
d_kexecutive,dk_executive,e,0
ef_fect,effect,,
autti_ra_mo,autti_ramo,o,0
isrel,israel,l,0
p_ool,pool,l,0
cere_bral,cerebral,l,0
ce_re_bral,cerebral,l,0
jo_reskog,joreskog,g,0
jo_nsson,jonsson,n,0
d_uncan,duncan,n,0
sug_gest,suggest,,
b_rown,brown,n,0
pe_rez,perez,z,0
pe_rennou,perennou,u,0
b_ritish,british,h,0
b_rum,brum,m,0
b_jot,bjot,,
stolz_e,stolze,e,0
b_iomed,biomed,d,0
b_owden,bowden,n,0
deutschl_ander,deutschlander,r,0
l_mca,lmca,a,0
g_oal,goal,l,0
g_riva,griva,a,0
g_reen,green,n,0
ma_kela,makela,a,0
ma_ntyla,mantyla,a,0
par_ticular,particular,r,0
mem_ories,memories,s,0
ret_ent_ion,retention,n,0
inten_sity,intensity,y,0
d_epression,depression,n,0
compet_enc,competenc,c,0
isch_emi,ischemi,i,0
t_ion,tion,n,0
re_flex,reflex,,
spe_cific,specific,,
transcran,trans_cran,,
mobilizatio_n,mobilization,,
laterali_zation,lateralization,,
de_scrib,describ,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
choneur,cho_neur,,
cneur,c_neur,,
fneur,f_neur,,
ethesioneur,ethesio_neur,,
,,,
,,,
 satis_, satisfi,,
 dissatis_, dissatisfi,,
 tness, fitness,,
 nding, finding,,
 uent, fluent,,
 uenc, fluenc,,
 uens, fluenc,,
 nger, finger,,
 oor, floor,,
 nanc, financ,,
 gure, figure,,
 uoroscop, fluoroscop,,
 uoro_scop, fluoro_scop,,
 e_g , eg ,,
_e_g ,_eg ,,
 e_g_, eg_,,
_e_g_,_eg_,,
,,,
,,,
,,,
,,,
 ber , fiber ,,
 bers , fibers ,,
 nite, finite,,
 delity, fidelity,,
 uctua, fluctua,,
 exion, flexion,,
 exive, flexive,,
 exibil, flexibil,,
 exed, flexed,,
 exing, flexing,,
 exure, flexure,,
 exes, flexes,,
 exile, flexile,,
 exuous, flexuous,,
 exor , flexor ,,
 exors , flexors ,,
 exibl, flexibl,,
 exeril, flexeril,,
 exural, flexural,,
 extime, flextime,,
 exitime, flexitime,,
 exuosa, flexuosa,,
 exo , flexo ,,
 exogra, flexogra,,
 exilis, flexilis,,
 uxgat, fluxgat,,
 uxion, fluxion,,
 uxed, fluxed,,
 uxing, fluxing,,
 uxes, fluxes,,
 xed, fixed,,
 xes, fixes,,
 xab, fixab,,
 xing, fixing,,
 xers, fixers,,
 xat, fixat,,
 xit , fixit ,,
 xt , fixt ,,
 xup, fixup,,
 xer , fixer ,,
 xe , fixe ,,
 uid, fluid,,
 elding, fielding,,
 elded, fielded,,
 elden, fielden,,
 eldwork, fieldwork,,
 eldstone, fieldstone,,
 eldfare, fieldfare,,
 eldman, fieldman,,
 eldmouse, fieldmouse,,
 eldpiece, fieldpiece,,
 eld , field ,,
 elds, fields,,
 lter, filter,,
,,,
,,,
,,,
,,,
,,,
,,,
_satis_,_satisfi,,
_dissatis_,_dissatisfi,,
_tness,_fitness,,
_nding,_finding,,
,,,
_uent,_fluent,,
_uenc,_fluenc,,
_uens,_fluenc,,
_nger,_finger,,
_oor,_floor,,
_nanc,_financ,,
_gure,_figure,,
_uoroscop,_fluoroscop,,
_uoro_scop,_fluoro_scop,,
,,,
_ber_,_fiber_,,
_bers_,_fibers_,,
_ber ,_fiber ,,
_bers ,_fibers ,,
_nite,_finite,,
_delity,_fidelity,,
_uctua,_fluctua,,
_exion,_flexion,,
_exive,_flexive,,
_exibil,_flexibil,,
_exed,_flexed,,
_exing,_flexing,,
_exure,_flexure,,
_exes,_flexes,,
_exures,_flexures,,
_exives,_flexives,,
_exile,_flexile,,
_exuous,_flexuous,,
_exor_,_flexor_,,
_exors_,_flexors_,,
_exor ,_flexor ,,
_exors ,_flexors ,,
_exibl,_flexibl,,
_exeril,_flexeril,,
_exural,_flexural,,
_extime,_flextime,,
_exitime,_flexitime,,
_exuosa,_flexuosa,,
_exo_,_flexo_,,
_exo ,_flexo ,,
_exogra,_flexogra,,
_exilis,_flexilis,,
_uxgat,_fluxgat,,
_uxion,_fluxion,,
_uxed,_fluxed,,
_uxing,_fluxing,,
_uxes,_fluxes,,
_xed,_fixed,,
_xes,_fixes,,
_xab,_fixab,,
_xing,_fixing,,
_xers,_fixers,,
_xing,_fixing,,
_xat,_fixat,,
_xit ,_fixit ,,
_xt ,_fixt ,,
_xit_,_fixit_,,
_xt_,_fixt_,,
_xup,_fixup,,
_xer_,_fixer_,,
_xe_,_fixe_,,
_xer ,_fixer ,,
_xe ,_fixe ,,
_xer_,_fixer_,,
_xe_,_fixe_,,
_uid,_fluid,,
_elding,_fielding,,
_elded,_fielded,,
_elden,_fielden,,
_eldwork,_fieldwork,,
_eldstone,_fieldstone,,
_eldfare,_fieldfare,,
_eldman,_fieldman,,
_eldmouse,_fieldmouse,,
_eldpiece,_fieldpiece,,
_eld_,_field_,,
_elds,_fields,,
_eld ,_field ,,
 eld_, field_,,
_lter,_filter,,
